Name,Country,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze
Halima Hachlaf,Morocco,23,167,56,F,Athletics,Women's 800m,,,,
Malika Akkaoui,Morocco,24,160,49,F,Athletics,Women's 800m,,,,
Rabia Ashiq,Pakistan,20,,,F,Athletics,Women's 800m,,,,
Woroud Sawalha,Palestine,20,164,47,F,Athletics,Women's 800m,,,,
Andrea Ferris,Panama,24,182,62,F,Athletics,Women's 800m,,,,
Elena Popescu,Republic of Moldova,22,167,52,F,Athletics,Women's 800m,,,,
Elena Mirela Lavric,Romania,21,164,49,F,Athletics,Women's 800m,,,,
Ekaterina Poistogova,Russian Federation,21,175,65,F,Athletics,Women's 800m,,,,
Elena Arzhakova,Russian Federation,22,167,54,F,Athletics,Women's 800m,,,,
Mariya Savinova,Russian Federation,26,172,60,F,Athletics,Women's 800m,,,,
Sarah Attar,Saudi Arabia,19,,,F,Athletics,Women's 800m,,,,
Caster Semenya,South Africa,21,178,73,F,Athletics,Women's 800m,,,,
Amina Bakhit,Sudan,21,175,59,F,Athletics,Women's 800m,,,,
Merve Aydin,Turkey,22,180,58,F,Athletics,Women's 800m,,,,
Annet Negesa,Uganda,20,170,55,F,Athletics,Women's 800m,,,,
Liliya Lobanova,Ukraine,26,168,56,F,Athletics,Women's 800m,,,,
Nataliia Lupu,Ukraine,24,172,60,F,Athletics,Women's 800m,,,,
Yuliya Krevsun,Ukraine,31,170,58,F,Athletics,Women's 800m,,,,
Alice Schmidt,United States of America,30,180,66,F,Athletics,Women's 800m,,,,
Alysia Johnson Montano,United States of America,26,170,59,F,Athletics,Women's 800m,,,,
Geena Gall,United States of America,25,168,61,F,Athletics,Women's 800m,,,,
Genzeb Shumi,Bahrain,21,166,45,F,Athletics,"Women's 800m, Women's 1500m",,,,
Lucia Klocova,Slovakia,28,172,58,F,Athletics,"Women's 800m, Women's 1500m",,,,
Rose Mary Almanza,Cuba,20,,,F,Athletics,"Women's 800m, Women's 4 x 400m Relay",,,,
Lenka Masna,Czech Republic,27,170,55,F,Athletics,"Women's 800m, Women's 4 x 400m Relay",,,,
Rocio Comba,Argentina,25,180,90,F,Athletics,Women's Discus Throw,,,,
Dani Samuels,Australia,24,182,82,F,Athletics,Women's Discus Throw,,,,
Sviatlana Siarova,Belarus,25,178,92,F,Athletics,Women's Discus Throw,,,,
Andressa de Morais,Brazil,21,,,F,Athletics,Women's Discus Throw,,,,
Karen Gallardo,Chile,28,175,95,F,Athletics,Women's Discus Throw,,,,
Sandra Perkovic,Croatia,22,183,85,F,Athletics,Women's Discus Throw,YES,1,,
Denia Caballero,Cuba,22,,,F,Athletics,Women's Discus Throw,,,,
Yaime Perez,Cuba,21,,,F,Athletics,Women's Discus Throw,,,,
Yarelys Barrios,Cuba,29,,,F,Athletics,Women's Discus Throw,,,,
Vera Pospisilova-Cechlova,Czech Republic,33,176,80,F,Athletics,Women's Discus Throw,,,,
Anna Ruh,Germany,19,185,79,F,Athletics,Women's Discus Throw,,,,
Julia Fischer,Germany,22,192,95,F,Athletics,Women's Discus Throw,,,,
Nadine Muller,Germany,26,193,90,F,Athletics,Women's Discus Throw,,,,
Krishna Poonia,India,35,,,F,Athletics,Women's Discus Throw,,,,
Seema Antil,India,29,,,F,Athletics,Women's Discus Throw,,,,
Zinaida Sendriute,Lithuania,27,188,94,F,Athletics,Women's Discus Throw,,,,
Monique Jansen,Netherlands,33,187,95,F,Athletics,Women's Discus Throw,,,,
Jian Tan,People's Republic of China,24,178,80,F,Athletics,Women's Discus Throw,,,,
Xuejun Ma,People's Republic of China,27,184,100,F,Athletics,Women's Discus Throw,,,,
Yanfeng Li,People's Republic of China,33,179,93,F,Athletics,Women's Discus Throw,YES,,,1
Zaneta Glanc,Poland,29,186,95,F,Athletics,Women's Discus Throw,,,,
Nicoleta Grasu,Romania,40,176,98,F,Athletics,Women's Discus Throw,,,,
Darya Pishchalnikova,Russian Federation,27,188,125,F,Athletics,Women's Discus Throw,YES,,1,
Svetlana Saykina,Russian Federation,27,182,90,F,Athletics,Women's Discus Throw,,,,
Vera Karmishina-Ganeeva,Russian Federation,23,178,105,F,Athletics,Women's Discus Throw,,,,
Wen-Hua Li,Taipei (Chinese Taipei),22,180,130,F,Athletics,Women's Discus Throw,,,,
Kateryna Karsak,Ukraine,26,182,89,F,Athletics,Women's Discus Throw,,,,
Natalya Fokina-Semenova,Ukraine,30,178,90,F,Athletics,Women's Discus Throw,,,,
Aretha Thurmond,United States of America,35,180,95,F,Athletics,Women's Discus Throw,,,,
Gia Lewis-Smallwood,United States of America,33,183,93,F,Athletics,Women's Discus Throw,,,,
Stephanie Brown Trafton,United States of America,32,193,93,F,Athletics,Women's Discus Throw,,,,
Jennifer Dahlgren,Argentina,28,180,110,F,Athletics,Women's Hammer Throw,,,,
Aksana Miankova,Belarus,30,184,81,F,Athletics,Women's Hammer Throw,,,,
Alena Matoshka,Belarus,30,177,80,F,Athletics,Women's Hammer Throw,,,,
Heather Steacy,Canada,24,175,80,F,Athletics,Women's Hammer Throw,,,,
Sultana Frizell,Canada,27,183,110,F,Athletics,Women's Hammer Throw,,,,
Johana Moreno,Colombia,27,177,93,F,Athletics,Women's Hammer Throw,,,,
Arasay Thondike,Cuba,26,,,F,Athletics,Women's Hammer Throw,,,,
Ariannis Vichy,Cuba,23,,,F,Athletics,Women's Hammer Throw,,,,
Yipsi Moreno,Cuba,31,,,F,Athletics,Women's Hammer Throw,,,,
Katerina Safrankova,Czech Republic,23,193,115,F,Athletics,Women's Hammer Throw,,,,
Merja Korpela,Finland,31,171,85,F,Athletics,Women's Hammer Throw,,,,
Stephanie Falzon,France,29,168,70,F,Athletics,Women's Hammer Throw,,,,
Betty Heidler,Germany,28,175,83,F,Athletics,Women's Hammer Throw,,,,
Kathrin Klaas,Germany,28,168,72,F,Athletics,Women's Hammer Throw,,,,
Sophie Hitchon,Great Britain,21,170,74,F,Athletics,Women's Hammer Throw,,,,
Alexandra Papayeoryiou,Greece,31,175,75,F,Athletics,Women's Hammer Throw,,,,
Eva Orban,Hungary,27,174,80,F,Athletics,Women's Hammer Throw,,,,
Silvia Salis,Italy,26,179,76,F,Athletics,Women's Hammer Throw,,,,
Wenxiu Zhang,People's Republic of China,26,182,113,F,Athletics,Women's Hammer Throw,,,,
Anita Wlodarczyk,Poland,26,178,95,F,Athletics,Women's Hammer Throw,,,,
Joanna Fiodorow,Poland,23,169,90,F,Athletics,Women's Hammer Throw,,,,
Vania Silva,Portugal,32,173,80,F,Athletics,Women's Hammer Throw,,,,
Marina Marghieva,Republic of Moldova,26,186,83,F,Athletics,Women's Hammer Throw,,,,
Zalina Marghieva,Republic of Moldova,24,171,87,F,Athletics,Women's Hammer Throw,,,,
Bianca Perie,Romania,22,170,75,F,Athletics,Women's Hammer Throw,,,,
Gulfiya Khanafeyeva,Russian Federation,30,173,70,F,Athletics,Women's Hammer Throw,,,,
Mariya Bespalova,Russian Federation,26,183,85,F,Athletics,Women's Hammer Throw,,,,
Tatyana Lysenko,Russian Federation,28,186,80,F,Athletics,Women's Hammer Throw,,,,
Amy Sene,Senegal,26,170,65,F,Athletics,Women's Hammer Throw,,,,
Martina Hrasnova,Slovakia,29,177,80,F,Athletics,Women's Hammer Throw,,,,
Barbara Spiler,Slovenia,20,184,79,F,Athletics,Women's Hammer Throw,,,,
Berta Castells,Spain,28,174,78,F,Athletics,Women's Hammer Throw,,,,
Kivilcim Kaya,Turkey,20,,,F,Athletics,Women's Hammer Throw,,,,
Tugce Sahutoglu,Turkey,24,180,115,F,Athletics,Women's Hammer Throw,,,,
Hanna Skydan,Ukraine,20,183,114,F,Athletics,Women's Hammer Throw,,,,
Iryna Novozhylova,Ukraine,26,175,85,F,Athletics,Women's Hammer Throw,,,,
Amanda Bingson,United States of America,22,165,91,F,Athletics,Women's Hammer Throw,,,,
Amber Campbell,United States of America,31,170,91,F,Athletics,Women's Hammer Throw,,,,
Jessica Cosby,United States of America,30,173,79,F,Athletics,Women's Hammer Throw,,,,
Rosa Rodriguez,Venezuela,26,180,85,F,Athletics,Women's Hammer Throw,,,,
Ivona Dadic,Austria,18,179,,F,Athletics,Women's Heptathlon,,,,
Yana Maksimava,Belarus,23,180,72,F,Athletics,Women's Heptathlon,,,,
Sara Aerts,Belgium,28,182,64,F,Athletics,Women's Heptathlon,,,,
Brianne Theisen,Canada,23,173,64,F,Athletics,Women's Heptathlon,,,,
Eliska Klucinova,Czech Republic,24,178,69,F,Athletics,Women's Heptathlon,,,,
Grit Sadeiko,Estonia,23,172,59,F,Athletics,Women's Heptathlon,,,,
Antoinette Nana Djimou Ida,France,27,171,63,F,Athletics,Women's Heptathlon,,,,
Marisa de Aniceto,France,25,162,52,F,Athletics,Women's Heptathlon,,,,
Jennifer Oeser,Germany,28,176,67,F,Athletics,Women's Heptathlon,,,,
Julia Machtig,Germany,26,187,80,F,Athletics,Women's Heptathlon,,,,
Lilli Schwarzkopf,Germany,28,174,64,F,Athletics,Women's Heptathlon,YES,,1,
Margaret Simpson,Ghana,30,162,59,F,Athletics,Women's Heptathlon,,,,
Katarina Johnson-Thompson,Great Britain,19,183,68,F,Athletics,Women's Heptathlon,,,,
Louise Hazel,Great Britain,26,167,58,F,Athletics,Women's Heptathlon,,,,
Sofia Ifadidou,Greece,27,164,52,F,Athletics,Women's Heptathlon,,,,
Gyorgyi Farkas,Hungary,27,170,59,F,Athletics,Women's Heptathlon,,,,
Irina Karpova,Kazakhstan,32,177,60,F,Athletics,Women's Heptathlon,,,,
Aiga Grabuste,Latvia,24,178,55,F,Athletics,Women's Heptathlon,,,,
Laura Ikauniece,Latvia,20,179,60,F,Athletics,Women's Heptathlon,,,,
Austra Skujyte,Lithuania,32,188,77,F,Athletics,Women's Heptathlon,,,,
Nadine Broersen,Netherlands,22,171,63,F,Athletics,Women's Heptathlon,,,,
Sarah Cowley,New Zealand,28,176,67,F,Athletics,Women's Heptathlon,,,,
Uhunoma Osazuwa,Nigeria,24,,,F,Athletics,Women's Heptathlon,,,,
Ida Marcussen,Norway,24,,,F,Athletics,Women's Heptathlon,,,,
Karolina Tyminska,Poland,27,175,69,F,Athletics,Women's Heptathlon,,,,
Kristina Savitskaya,Russian Federation,21,180,72,F,Athletics,Women's Heptathlon,,,LANGEHANENBERG,
Olga Kurban,Russian Federation,24,173,63,F,Athletics,Women's Heptathlon,,,,
Tatyana Chernova,Russian Federation,24,190,70,F,Athletics,Women's Heptathlon,YES,,,1
Jessica Samuelsson,Sweden,27,176,67,F,Athletics,Women's Heptathlon,,,,
Hanna Melnychenko,Ukraine,29,178,67,F,Athletics,Women's Heptathlon,,,,
Lyudmyla Yosypenko,Ukraine,27,175,69,F,Athletics,Women's Heptathlon,,,,
Natallia Dobrynska,Ukraine,30,180,72,F,Athletics,Women's Heptathlon,,,,
Chantae McMillan,United States of America,24,173,69,F,Athletics,Women's Heptathlon,,,,
Hyleas Fountain,United States of America,31,170,64,F,Athletics,Women's Heptathlon,,,,
Sharon Day,United States of America,27,180,73,F,Athletics,Women's Heptathlon,,,,
Tia Hellebaut,Belgium,34,182,62,F,Athletics,Women's High Jump,,,,
Venelina Veneva-Mateeva,Bulgaria,38,178,57,F,Athletics,Women's High Jump,,,,
Ana Simic,Croatia,22,177,58,F,Athletics,Women's High Jump,,,,
Lesyani Mayor,Cuba,33,,,F,Athletics,Women's High Jump,,,,
Oldriska Maresova,Czech Republic,25,189,69,F,Athletics,Women's High Jump,,,,
Anna Iljustsenko,Estonia,26,168,48,F,Athletics,Women's High Jump,,,,
Melanie Melfort,France,29,182,57,F,Athletics,Women's High Jump,,,,
Ariane Friedrich,Germany,28,179,57,F,Athletics,Women's High Jump,,,,
Adonia Steryiou,Greece,27,180,59,F,Athletics,Women's High Jump,,,,
Sahana Kumari,India,30,,,F,Athletics,Women's High Jump,,,,
Deirdre Ryan,Ireland,30,183,63,F,Athletics,Women's High Jump,,,,
Marina Aitova,Kazakhstan,29,178,59,F,Athletics,Women's High Jump,,,,
Airine Palsyte,Lithuania,20,186,62,F,Athletics,Women's High Jump,,,,
Doreen Amata,Nigeria,24,198,54,F,Athletics,Women's High Jump,,,,
Tonje Angelsen,Norway,22,,,F,Athletics,Women's High Jump,,,,
Esthera Petre,Romania,22,180,57,F,Athletics,Women's High Jump,,,,
Anna Chicherova,Russian Federation,30,180,56,F,Athletics,Women's High Jump,,,,
Irina Gordeeva,Russian Federation,25,185,55,F,Athletics,Women's High Jump,,,,
Svetlana Shkolina,Russian Federation,26,187,61,F,Athletics,Women's High Jump,,,,
Levern Spencer,Saint Lucia,28,155,52,F,Athletics,Women's High Jump,,,,
Lissa Labiche,Seychelles,19,172,57,F,Athletics,Women's High Jump,,,,
Ruth Beitia,Spain,33,191,72,F,Athletics,Women's High Jump,,,,
Ebba Jungmark,Sweden,25,179,57,F,Athletics,Women's High Jump,,,,
Emma Green Tregaro,Sweden,27,180,63,F,Athletics,Women's High Jump,,,,
Wanida Boonwan,Thailand,25,165,53,F,Athletics,Women's High Jump,,,,
Burcu Ayhan,Turkey,22,180,59,F,Athletics,Women's High Jump,,,,
Olena Holosha,Ukraine,30,186,60,F,Athletics,Women's High Jump,,,,
Amy Acuff,United States of America,37,188,66,F,Athletics,Women's High Jump,,,,
Brigetta Barrett,United States of America,21,183,64,F,Athletics,Women's High Jump,,,,
Chaunte Lowe,United States of America,28,175,60,F,Athletics,Women's High Jump,,,,
Nadiya Dusanova,Uzbekistan,24,,,F,Athletics,Women's High Jump,,,,
Thi Viet Anh Duong,Vietnam,21,160,55,F,Athletics,Women's High Jump,,,,
Kristine Harutyunyan,Armenia,21,168,62,F,Athletics,Women's Javelin Throw,,,,
Kathryn Mitchell,Australia,30,168,72,F,Athletics,Women's Javelin Throw,,,,
Kimberley Mickle,Australia,27,166,70,F,Athletics,Women's Javelin Throw,,,,
Elisabeth Eberl,Austria,24,170,69,F,Athletics,Women's Javelin Throw,,,,
Maryna Novik,Belarus,28,167,68,F,Athletics,Women's Javelin Throw,,,,
Laila Ferer E Silva,Brazil,30,,,F,Athletics,Women's Javelin Throw,,,,
Elizabeth Gleadle,Canada,23,185,84,F,Athletics,Women's Javelin Throw,,,,
Flor Ruiz,Colombia,21,171,67,F,Athletics,Women's Javelin Throw,,,,
Yainelis Ribeaux,Cuba,24,,,F,Athletics,Women's Javelin Throw,,,,
Yanet Cruz,Cuba,24,,,F,Athletics,Women's Javelin Throw,,,,
Barbora Spotakova,Czech Republic,31,182,80,F,Athletics,Women's Javelin Throw,YES,1,,
Jarmila Klimesova,Czech Republic,31,173,75,F,Athletics,Women's Javelin Throw,,,,
Christina Obergfoll,Germany,30,175,80,F,Athletics,Women's Javelin Throw,YES,,1,
Kathrina Molitor,Germany,28,183,77,F,Athletics,Women's Javelin Throw,,,,
Linda Stahl,Germany,26,175,78,F,Athletics,Women's Javelin Throw,YES,,,1
Goldie Sayers,Great Britain,30,171,70,F,Athletics,Women's Javelin Throw,,,,
Savva Lika,Greece,42,168,73,F,Athletics,Women's Javelin Throw,,,,
Vanda Juhasz,Hungary,23,172,71,F,Athletics,Women's Javelin Throw,,,,
Asdis Hjalmsdottir,Iceland,26,,,F,Athletics,Women's Javelin Throw,,,,
Yuki Ebihara,Japan,26,164,66,F,Athletics,Women's Javelin Throw,,,,
Lina Muze,Latvia,19,182,75,F,Athletics,Women's Javelin Throw,,,,
Madara Palameika,Latvia,25,183,76,F,Athletics,Women's Javelin Throw,,,,
Indre Jakubaityte,Lithuania,36,176,73,F,Athletics,Women's Javelin Throw,,,,
Leryn Franco,Paraguay,30,172,57,F,Athletics,Women's Javelin Throw,,,,
Huihui Lu,People's Republic of China,23,171,68,F,Athletics,Women's Javelin Throw,,,,
Li Zhang,People's Republic of China,23,170,62,F,Athletics,Women's Javelin Throw,,,,
Lingwei Li,People's Republic of China,23,174,70,F,Athletics,Women's Javelin Throw,,,,
Maria Abakumova,Russian Federation,26,178,85,F,Athletics,Women's Javelin Throw,,,,
Tatjana Jelaca,Serbia,21,179,85,F,Athletics,Women's Javelin Throw,,,,
Martina Ratej,Slovenia,30,178,78,F,Athletics,Women's Javelin Throw,,,,
Sunette Viljoen,South Africa,28,170,70,F,Athletics,Women's Javelin Throw,,,,
Nora Aida Bicet,Spain,34,176,96,F,Athletics,Women's Javelin Throw,,,,
Hanna Hatsko,Ukraine,21,175,70,F,Athletics,Women's Javelin Throw,,,,
Marharyta Dorozhon,Ukraine,24,180,75,F,Athletics,Women's Javelin Throw,,,,
Vira Rebryk,Ukraine,23,178,68,F,Athletics,Women's Javelin Throw,,,,
Brittany Borman,United States of America,23,180,78,F,Athletics,Women's Javelin Throw,,,,
Kara Patterson,United States of America,26,183,84,F,Athletics,Women's Javelin Throw,,,,
Rachel Yurkovich,United States of America,25,180,70,F,Athletics,Women's Javelin Throw,,,,
Anastasiya Svechnikova,Uzbekistan,19,169,68,F,Athletics,Women's Javelin Throw,,,,
Yusbelys Parra,Venezuela,26,170,65,F,Athletics,Women's Javelin Throw,,,,
Nastassia Mironchyk - Ivanova,Belarus,23,171,53,F,Athletics,Women's Long Jump,,,,
Veronika Shutkova,Belarus,26,172,56,F,Athletics,Women's Long Jump,,,,
Volha Sudarava,Belarus,28,177,62,F,Athletics,Women's Long Jump,,,,
Arantxa King,Bermuda,22,175,65,F,Athletics,Women's Long Jump,,,,
Maurren Higa Maggi,Brazil,36,173,61,F,Athletics,Women's Long Jump,,,,
Eloyse Lesueur,France,24,176,64,F,Athletics,Women's Long Jump,,,,
Maiko Gogoladze,Georgia,20,166,58,F,Athletics,Women's Long Jump,,,,
Sostene Moguenara,Germany,22,180,66,F,Athletics,Women's Long Jump,,,,
Shara Proctor,Great Britain,23,165,60,F,Athletics,Women's Long Jump,,,,
Lauma Griva,Latvia,27,181,62,F,Athletics,Women's Long Jump,,,,
Margrethe Renstrom,Norway,27,,,F,Athletics,Women's Long Jump,,,,
Viorica Tigau,Romania,32,172,64,F,Athletics,Women's Long Jump,,,,
Anna Nazarova,Russian Federation,26,172,58,F,Athletics,Women's Long Jump,,,,
Elena Sokolova,Russian Federation,26,170,61,F,Athletics,Women's Long jump,YES,,1,
Lyudmila Kolchanova,Russian Federation,32,175,64,F,Athletics,Women's Long Jump,,,,
Ivana Spanovic,Serbia,22,175,64,F,Athletics,Women's Long Jump,,,,
Ola Sesay,Sierra Leone,33,176,64,F,Athletics,Women's Long Jump,,,,
Jana Veldakova,Slovakia,31,178,60,F,Athletics,Women's Long Jump,,,,
Concepcion Montaner,Spain,31,172,59,F,Athletics,Women's Long Jump,,,,
Irene Pusterla,Switzerland,24,176,64,F,Athletics,Women's Long Jump,,,,
Karin Mey Melis,Turkey,29,171,60,F,Athletics,Women's Long Jump,,,,
Marharyta Tverdohlib,Ukraine,21,179,70,F,Athletics,Women's Long Jump,,,,
Viktoriya Rybalko,Ukraine,29,180,63,F,Athletics,Women's Long Jump,,,,
Brittney Reese,United States of America,25,173,62,F,Athletics,Women's Long Jump,YES,1,,
Chelsea Hayes,United States of America,24,152,58,F,Athletics,Women's Long Jump,,,,
Janay Deloach,United States of America,26,165,59,F,Athletics,Women's Long Jump,YES,,,1
Yuliya Tarasova,Uzbekistan,26,174,66,F,Athletics,Women's Long Jump,,,,
Caterine Ibarguen,Colombia,28,180,70,F,Athletics,"Women's Long Jump, Women's Triple Jump",YES,,1,
Souad Ait Salem,Algeria,33,167,50,F,Athletics,Women's Marathon,,,,
Maria Peralta,Argentina,34,167,49,F,Athletics,Women's Marathon,,,,
Benita Willis,Australia,33,166,50,F,Athletics,Women's Marathon,,,,
Jessica Trengove,Australia,24,165,50,F,Athletics,Women's Marathon,,,,
Lisa Jane Weightman,Australia,33,157,44,F,Athletics,Women's Marathon,,,,
Andrea Mayr,Austria,32,175,54,F,Athletics,Women's Marathon,,,,
Lishan Dula,Bahrain,25,164,44,F,Athletics,Women's Marathon,,,,
Nastassia Staravoitava,Belarus,29,163,50,F,Athletics,Women's Marathon,,,,
Olga Dubovskaya,Belarus,28,170,52,F,Athletics,Women's Marathon,,,,
Sviatlana Kouhan,Belarus,31,163,51,F,Athletics,Women's Marathon,,,,
Lucia Kimani,Bosnia and Herzegovina,31,166,45,F,Athletics,Women's Marathon,,,,
Adriana Aparecida da Silva,Brazil,31,,,F,Athletics,Women's Marathon,,,,
Diane Nukuri,Burundi,27,186,59,F,Athletics,Women's Marathon,,,,
Erika Olivera,Chile,36,165,55,F,Athletics,Women's Marathon,,,,
Natalia Romero,Chile,32,162,55,F,Athletics,Women's Marathon,,,,
Erika Abril,Colombia,34,158,47,F,Athletics,Women's Marathon,,,,
Yolanda Caballero,Colombia,30,155,46,F,Athletics,Women's Marathon,,,,
Gabriela Trana,Costa Rica,32,164,50,F,Athletics,Women's Marathon,,,,
Dailin Belmonte,Cuba,26,,,F,Athletics,Women's Marathon,,,,
Ivana Sekyrova,Czech Republic,40,172,51,F,Athletics,Women's Marathon,,,,
Kum-Ok Kim,Democratic People's Republic  of Korea,23,160,48,F,Athletics,Women's Marathon,,,,
Kyong-Hui Jon,Democratic People's Republic  of Korea,25,162,51,F,Athletics,Women's Marathon,,,,
Mi-Gyong Kim,Democratic People's Republic  of Korea,20,160,50,F,Athletics,Women's Marathon,,,,
Juventina Napoleao,Democratic Republic of Timor-Leste,23,154,48,F,Athletics,Women's Marathon,,,,
Jessica Draskau-Petersson,Denmark,34,170,63,F,Athletics,Women's Marathon,,,,
Rosa Chacha,Ecuador,29,155,45,F,Athletics,Women's Marathon,,,,
Rehaset Mehari,Eritrea,23,165,51,F,Athletics,Women's Marathon,,,,
Evelin Talts,Estonia,35,158,54,F,Athletics,Women's Marathon,,,,
Aselefech Mergia,Ethiopia,27,168,50,F,Athletics,Women's Marathon,,,,
Mare Dibaba,Ethiopia,22,151,38,F,Athletics,Women's Marathon,,,,
Tiki Gelana,Ethiopia,24,165,48,F,Athletics,Women's Marathon,YES,1,,
Leena Puotiniemi,Finland,36,170,52,F,Athletics,Women's Marathon,,,,
Irina Mikitenko,Germany,39,161,48,F,Athletics,Women's Marathon,,,,
Susanne Hahn,Germany,34,169,50,F,Athletics,Women's Marathon,,,,
Claire Hallissey,Great Britain,29,164,48,F,Athletics,Women's Marathon,,,,
Freya Murray,Great Britain,28,158,44,F,Athletics,Women's Marathon,,,,
Mara Yamauchi,Great Britain,38,162,51,F,Athletics,Women's Marathon,,,,
Konstadina Kefala,Greece,34,170,56,F,Athletics,Women's Marathon,,,,
Aniko Kalovics,Hungary,35,175,58,F,Athletics,Women's Marathon,,,,
Beata Rakonczai,Hungary,35,170,56,F,Athletics,Women's Marathon,,,,
Ava Hutchinson,Ireland,29,165,51,F,Athletics,Women's Marathon,,,,
Caitriona Jennings,Ireland,32,163,53,F,Athletics,Women's Marathon,,,,
Linda Byrne,Ireland,26,163,50,F,Athletics,Women's Marathon,,,,
Anna Incerti,Italy,32,168,45,F,Athletics,Women's Marathon,,,,
Rosaria Console,Italy,32,166,50,F,Athletics,Women's Marathon,,,,
Risa Shigetomo,Japan,24,168,50,F,Athletics,Women's Marathon,,,,
Ryoko Kizaki,Japan,27,157,43,F,Athletics,Women's Marathon,,,,
Edna Ngeringwony Kiplagat,Kenya,32,162,50,F,Athletics,Women's Marathon,,,,
Mary Jepkosgei Keitany,Kenya,30,,42,F,Athletics,Women's Marathon,,,,
Priscah Jeptoo,Kenya,28,165,49,F,Athletics,Women's Marathon,YES,,1,
Iuliia Andreeva,Kyrgyzstan,28,168,58,F,Athletics,Women's Marathon,,,,
Dace Lina,Latvia,30,162,53,F,Athletics,Women's Marathon,,,,
Diana Lobacevske,Lithuania,31,175,61,F,Athletics,Women's Marathon,,,,
Rasa Drazdauskaite,Lithuania,31,174,61,F,Athletics,Women's Marathon,,,,
Remalda Kergyte,Lithuania,26,173,56,F,Athletics,Women's Marathon,,,,
Karina Perez,Mexico,29,158,44,F,Athletics,Women's Marathon,,,,
Madai Perez,Mexico,32,158,45,F,Athletics,Women's Marathon,,,,
Marisol Romero,Mexico,29,155,46,F,Athletics,Women's Marathon,,,,
Otgonbayar Luvsanlundeg,Mongolia,30,152,44,F,Athletics,Women's Marathon,,,,
Sladana Perunovic,Montenegro,28,167,54,F,Athletics,Women's Marathon,,,,
Soumiya Labani,Morocco,37,168,54,F,Athletics,Women's Marathon,,,,
Ni Lar San,Myanmar,27,160,50,F,Athletics,Women's Marathon,,,,
Beata Naigambo,Namibia,32,160,48,F,Athletics,Women's Marathon,,,,
Helalia Johannes,Namibia,31,165,45,F,Athletics,Women's Marathon,,,,
Hilda Kibet,Netherlands,31,168,46,F,Athletics,Women's Marathon,,,,
Lornah Kiplagat,Netherlands,38,167,48,F,Athletics,Women's Marathon,,,,
Kimberley Smith,New Zealand,30,166,48,F,Athletics,Women's Marathon,,,,
Jiali Wang,People's Republic of China,26,160,50,F,Athletics,Women's Marathon,,,,
Gladys Tejeda,Peru,26,162,46,F,Athletics,Women's Marathon,,,,
Ines Melchor,Peru,25,158,55,F,Athletics,Women's Marathon,,,,
Wilma Arizapana,Peru,29,164,54,F,Athletics,Women's Marathon,,,,
Karolina Jarzynska,Poland,30,164,53,F,Athletics,Women's Marathon,,,,
Jessica Augusto,Portugal,30,164,44,F,Athletics,Women's Marathon,,,,
Marisa Barros,Portugal,32,160,50,F,Athletics,Women's Marathon,,,,
Kyung-Hee Lim,Republic of Korea,29,165,45,F,Athletics,Women's Marathon,,,,
Seongeun Kim,Republic of Korea,23,164,47,F,Athletics,Women's Marathon,,,,
